datetime,time,value,date,day_of_week
2023-04-17 09:00:00,09:00:00,3730.35,2023-04-17,1
2023-04-17 10:00:00,10:00:00,4195.29,2023-04-17,1
2023-04-17 11:00:00,11:00:00,4484.62,2023-04-17,1
2023-04-17 12:00:00,12:00:00,4425.93,2023-04-17,1
2023-04-17 13:00:00,13:00:00,4503.1,2023-04-17,1
2023-04-17 14:00:00,14:00:00,4450.61,2023-04-17,1
2023-04-17 15:00:00,15:00:00,4736.96,2023-04-17,1
2023-04-17 16:00:00,16:00:00,5059.01,2023-04-17,1
2023-04-17 17:00:00,17:00:00,4870.34,2023-04-17,1
2023-04-17 18:00:00,18:00:00,4695.31,2023-04-17,1
2023-04-17 19:00:00,19:00:00,4598.57,2023-04-17,1
2023-04-17 20:00:00,20:00:00,4631.57,2023-04-17,1
2023-04-17 21:00:00,21:00:00,4491.41,2023-04-17,1
2023-04-17 22:00:00,22:00:00,4538.46,2023-04-17,1
2023-04-17 23:00:00,23:00:00,4866.7,2023-04-17,1
2023-04-18 00:00:00,00:00:00,4771.52,2023-04-18,2
2023-04-18 01:00:00,01:00:00,4445.6,2023-04-18,2
2023-04-18 02:00:00,02:00:00,4203.46,2023-04-18,2
2023-04-18 03:00:00,03:00:00,3960.87,2023-04-18,2
2023-04-18 04:00:00,04:00:00,3791.75,2023-04-18,2
2023-04-18 05:00:00,05:00:00,3736.18,2023-04-18,2
2023-04-18 06:00:00,06:00:00,3819.36,2023-04-18,2
2023-04-18 07:00:00,07:00:00,3825.3,2023-04-18,2
2023-04-18 08:00:00,08:00:00,3728.74,2023-04-18,2
2023-04-18 09:00:00,09:00:00,3953.53,2023-04-18,2
2023-04-18 10:00:00,10:00:00,4435.94,2023-04-18,2
2023-04-18 11:00:00,11:00:00,4732.89,2023-04-18,2
2023-04-18 12:00:00,12:00:00,4822.26,2023-04-18,2
2023-04-18 13:00:00,13:00:00,4735.09,2023-04-18,2
2023-04-18 14:00:00,14:00:00,4960.79,2023-04-18,2
2023-04-18 15:00:00,15:00:00,5322.48,2023-04-18,2
2023-04-18 16:00:00,16:00:00,5324.43,2023-04-18,2
2023-04-18 17:00:00,17:00:00,5151.71,2023-04-18,2
2023-04-18 18:00:00,18:00:00,4915.51,2023-04-18,2
2023-04-18 19:00:00,19:00:00,4730.01,2023-04-18,2
2023-04-18 20:00:00,20:00:00,4787.04,2023-04-18,2
2023-04-18 21:00:00,21:00:00,4777.18,2023-04-18,2
2023-04-18 22:00:00,22:00:00,4972.16,2023-04-18,2
2023-04-18 23:00:00,23:00:00,5119.32,2023-04-18,2
2023-04-19 00:00:00,00:00:00,4981.46,2023-04-19,3
2023-04-19 01:00:00,01:00:00,4616.19,2023-04-19,3
2023-04-19 02:00:00,02:00:00,4370.3,2023-04-19,3
2023-04-19 03:00:00,03:00:00,4126.92,2023-04-19,3
2023-04-19 04:00:00,04:00:00,3897.92,2023-04-19,3
2023-04-19 05:00:00,05:00:00,3778.29,2023-04-19,3
2023-04-19 06:00:00,06:00:00,3812.01,2023-04-19,3
2023-04-19 07:00:00,07:00:00,3775.11,2023-04-19,3
2023-04-19 08:00:00,08:00:00,3711.4,2023-04-19,3
2023-04-19 09:00:00,09:00:00,3783.22,2023-04-19,3
2023-04-19 10:00:00,10:00:00,4328.25,2023-04-19,3
2023-04-19 11:00:00,11:00:00,4605.48,2023-04-19,3
2023-04-19 12:00:00,12:00:00,4744.81,2023-04-19,3
2023-04-19 13:00:00,13:00:00,4689.2,2023-04-19,3
2023-04-19 14:00:00,14:00:00,4847.45,2023-04-19,3
2023-04-19 15:00:00,15:00:00,5233.55,2023-04-19,3
2023-04-19 16:00:00,16:00:00,5219.93,2023-04-19,3
2023-04-19 17:00:00,17:00:00,5055.73,2023-04-19,3
2023-04-19 18:00:00,18:00:00,4787.38,2023-04-19,3
2023-04-19 19:00:00,19:00:00,4664.93,2023-04-19,3
2023-04-19 20:00:00,20:00:00,4806.0,2023-04-19,3
2023-04-19 21:00:00,21:00:00,4536.14,2023-04-19,3
2023-04-19 22:00:00,22:00:00,4739.26,2023-04-19,3
2023-04-19 23:00:00,23:00:00,4873.88,2023-04-19,3
2023-04-20 00:00:00,00:00:00,4762.58,2023-04-20,4
2023-04-20 01:00:00,01:00:00,4441.94,2023-04-20,4
2023-04-20 02:00:00,02:00:00,4182.31,2023-04-20,4
2023-04-20 03:00:00,03:00:00,3906.73,2023-04-20,4
2023-04-20 04:00:00,04:00:00,3758.37,2023-04-20,4
2023-04-20 05:00:00,05:00:00,3683.43,2023-04-20,4
2023-04-20 06:00:00,06:00:00,3736.93,2023-04-20,4
2023-04-20 07:00:00,07:00:00,3735.33,2023-04-20,4
2023-04-20 08:00:00,08:00:00,3643.3,2023-04-20,4
2023-04-20 09:00:00,09:00:00,3797.31,2023-04-20,4
2023-04-20 10:00:00,10:00:00,4409.25,2023-04-20,4
2023-04-20 11:00:00,11:00:00,4631.92,2023-04-20,4
2023-04-20 12:00:00,12:00:00,4699.99,2023-04-20,4
2023-04-20 13:00:00,13:00:00,4606.95,2023-04-20,4
2023-04-20 14:00:00,14:00:00,4678.18,2023-04-20,4
2023-04-20 15:00:00,15:00:00,5028.01,2023-04-20,4
2023-04-20 16:00:00,16:00:00,4945.19,2023-04-20,4
2023-04-20 17:00:00,17:00:00,4830.02,2023-04-20,4
2023-04-20 18:00:00,18:00:00,4660.0,2023-04-20,4
2023-04-20 19:00:00,19:00:00,4367.09,2023-04-20,4
2023-04-20 20:00:00,20:00:00,4197.12,2023-04-20,4
2023-04-20 21:00:00,21:00:00,4097.02,2023-04-20,4
2023-04-20 22:00:00,22:00:00,4336.93,2023-04-20,4
2023-04-20 23:00:00,23:00:00,4517.69,2023-04-20,4
2023-04-21 00:00:00,00:00:00,4415.88,2023-04-21,5
2023-04-21 01:00:00,01:00:00,4130.82,2023-04-21,5
2023-04-21 02:00:00,02:00:00,3845.31,2023-04-21,5
2023-04-21 03:00:00,03:00:00,3640.62,2023-04-21,5
2023-04-21 04:00:00,04:00:00,3491.87,2023-04-21,5
2023-04-21 05:00:00,05:00:00,3436.51,2023-04-21,5
2023-04-21 06:00:00,06:00:00,3484.09,2023-04-21,5
2023-04-21 07:00:00,07:00:00,3585.88,2023-04-21,5
2023-04-21 08:00:00,08:00:00,3503.24,2023-04-21,5
2023-04-21 09:00:00,09:00:00,3659.33,2023-04-21,5
2023-04-21 10:00:00,10:00:00,4149.69,2023-04-21,5
2023-04-21 11:00:00,11:00:00,4427.22,2023-04-21,5
2023-04-21 12:00:00,12:00:00,4548.14,2023-04-21,5
2023-04-21 13:00:00,13:00:00,4397.43,2023-04-21,5
2023-04-21 14:00:00,14:00:00,4401.25,2023-04-21,5
2023-04-21 15:00:00,15:00:00,4675.12,2023-04-21,5
2023-04-21 16:00:00,16:00:00,4674.97,2023-04-21,5
2023-04-21 17:00:00,17:00:00,4608.29,2023-04-21,5
2023-04-21 18:00:00,18:00:00,4394.36,2023-04-21,5
2023-04-21 19:00:00,19:00:00,4304.58,2023-04-21,5
2023-04-21 20:00:00,20:00:00,4219.0,2023-04-21,5
2023-04-21 21:00:00,21:00:00,4082.02,2023-04-21,5
2023-04-21 22:00:00,22:00:00,4182.63,2023-04-21,5
2023-04-21 23:00:00,23:00:00,4338.58,2023-04-21,5
2023-04-22 00:00:00,00:00:00,4309.54,2023-04-22,6
2023-04-22 01:00:00,01:00:00,4052.89,2023-04-22,6
2023-04-22 02:00:00,02:00:00,3810.56,2023-04-22,6
2023-04-22 03:00:00,03:00:00,3586.42,2023-04-22,6
2023-04-22 04:00:00,04:00:00,3441.37,2023-04-22,6
2023-04-22 05:00:00,05:00:00,3372.49,2023-04-22,6
2023-04-22 06:00:00,06:00:00,3351.59,2023-04-22,6
2023-04-22 07:00:00,07:00:00,3368.36,2023-04-22,6
2023-04-22 08:00:00,08:00:00,3254.97,2023-04-22,6
2023-04-22 09:00:00,09:00:00,3297.81,2023-04-22,6
2023-04-22 10:00:00,10:00:00,3600.03,2023-04-22,6
2023-04-22 11:00:00,11:00:00,3827.21,2023-04-22,6
2023-04-22 12:00:00,12:00:00,3909.25,2023-04-22,6
2023-04-22 13:00:00,13:00:00,3882.47,2023-04-22,6
2023-04-22 14:00:00,14:00:00,3912.16,2023-04-22,6
2023-04-22 15:00:00,15:00:00,4046.95,2023-04-22,6
2023-04-22 16:00:00,16:00:00,4056.32,2023-04-22,6
2023-04-22 17:00:00,17:00:00,4025.21,2023-04-22,6
2023-04-22 18:00:00,18:00:00,3888.34,2023-04-22,6
2023-04-22 19:00:00,19:00:00,3898.33,2023-04-22,6
2023-04-22 20:00:00,20:00:00,3882.5,2023-04-22,6
2023-04-22 21:00:00,21:00:00,3700.12,2023-04-22,6
2023-04-22 22:00:00,22:00:00,3739.6,2023-04-22,6
2023-04-22 23:00:00,23:00:00,3898.6,2023-04-22,6
2023-04-23 00:00:00,00:00:00,3934.1,2023-04-23,7
2023-04-23 01:00:00,01:00:00,3682.99,2023-04-23,7
2023-04-23 02:00:00,02:00:00,3498.51,2023-04-23,7
2023-04-23 03:00:00,03:00:00,3346.2,2023-04-23,7
2023-04-23 04:00:00,04:00:00,3204.02,2023-04-23,7
2023-04-23 05:00:00,05:00:00,3145.17,2023-04-23,7
2023-04-23 06:00:00,06:00:00,3143.13,2023-04-23,7
2023-04-23 07:00:00,07:00:00,3101.19,2023-04-23,7
2023-04-23 08:00:00,08:00:00,3086.24,2023-04-23,7
2023-04-23 09:00:00,09:00:00,3043.01,2023-04-23,7
2023-04-23 10:00:00,10:00:00,3319.49,2023-04-23,7
2023-04-23 11:00:00,11:00:00,3492.86,2023-04-23,7
2023-04-23 12:00:00,12:00:00,3414.84,2023-04-23,7
2023-04-23 13:00:00,13:00:00,3343.13,2023-04-23,7
2023-04-23 14:00:00,14:00:00,3375.6,2023-04-23,7
2023-04-23 15:00:00,15:00:00,3360.92,2023-04-23,7
2023-04-23 16:00:00,16:00:00,3279.54,2023-04-23,7
2023-04-23 17:00:00,17:00:00,3365.63,2023-04-23,7
2023-04-23 18:00:00,18:00:00,3423.6,2023-04-23,7
2023-04-23 19:00:00,19:00:00,3519.9,2023-04-23,7
2023-04-23 20:00:00,20:00:00,3527.18,2023-04-23,7
2023-04-23 21:00:00,21:00:00,3341.91,2023-04-23,7
2023-04-23 22:00:00,22:00:00,3445.53,2023-04-23,7
2023-04-23 23:00:00,23:00:00,3518.9,2023-04-23,7
2023-04-24 00:00:00,00:00:00,3457.74,2023-04-24,1
2023-04-24 01:00:00,01:00:00,3296.72,2023-04-24,1
2023-04-24 02:00:00,02:00:00,3140.8,2023-04-24,1
2023-04-24 03:00:00,03:00:00,3004.82,2023-04-24,1
2023-04-24 04:00:00,04:00:00,2912.75,2023-04-24,1
2023-04-24 05:00:00,05:00:00,2910.47,2023-04-24,1
2023-04-24 06:00:00,06:00:00,3102.63,2023-04-24,1
2023-04-24 07:00:00,07:00:00,3268.94,2023-04-24,1
2023-04-24 08:00:00,08:00:00,3213.07,2023-04-24,1
2023-04-24 09:00:00,09:00:00,3341.03,2023-04-24,1
2023-04-24 10:00:00,10:00:00,3763.72,2023-04-24,1
2023-04-24 11:00:00,11:00:00,3956.78,2023-04-24,1
2023-04-24 12:00:00,12:00:00,4020.92,2023-04-24,1
2023-04-24 13:00:00,13:00:00,3913.67,2023-04-24,1
2023-04-24 14:00:00,14:00:00,3867.86,2023-04-24,1
2023-04-24 15:00:00,15:00:00,4054.45,2023-04-24,1
2023-04-24 16:00:00,16:00:00,4085.7,2023-04-24,1
2023-04-24 17:00:00,17:00:00,4046.44,2023-04-24,1
2023-04-24 18:00:00,18:00:00,3951.95,2023-04-24,1
2023-04-24 19:00:00,19:00:00,3875.18,2023-04-24,1
2023-04-24 20:00:00,20:00:00,3804.32,2023-04-24,1
2023-04-24 21:00:00,21:00:00,3574.99,2023-04-24,1
2023-04-24 22:00:00,22:00:00,3603.64,2023-04-24,1
2023-04-24 23:00:00,23:00:00,3658.11,2023-04-24,1
2023-04-25 00:00:00,00:00:00,3551.34,2023-04-25,2
2023-04-25 01:00:00,01:00:00,3374.32,2023-04-25,2
2023-04-25 02:00:00,02:00:00,3179.45,2023-04-25,2
2023-04-25 03:00:00,03:00:00,3052.1,2023-04-25,2
2023-04-25 04:00:00,04:00:00,2934.72,2023-04-25,2
2023-04-25 05:00:00,05:00:00,2948.21,2023-04-25,2
2023-04-25 06:00:00,06:00:00,3142.63,2023-04-25,2
2023-04-25 07:00:00,07:00:00,3296.87,2023-04-25,2
2023-04-25 08:00:00,08:00:00,3225.01,2023-04-25,2
2023-04-25 09:00:00,09:00:00,3325.39,2023-04-25,2
2023-04-25 10:00:00,10:00:00,3815.62,2023-04-25,2
2023-04-25 11:00:00,11:00:00,3970.99,2023-04-25,2
2023-04-25 12:00:00,12:00:00,4046.57,2023-04-25,2
2023-04-25 13:00:00,13:00:00,3925.96,2023-04-25,2
2023-04-25 14:00:00,14:00:00,3915.85,2023-04-25,2
2023-04-25 15:00:00,15:00:00,4164.45,2023-04-25,2
2023-04-25 16:00:00,16:00:00,4170.98,2023-04-25,2
2023-04-25 17:00:00,17:00:00,4115.38,2023-04-25,2
2023-04-25 18:00:00,18:00:00,4004.35,2023-04-25,2
2023-04-25 19:00:00,19:00:00,4057.83,2023-04-25,2
2023-04-25 20:00:00,20:00:00,3931.89,2023-04-25,2
2023-04-25 21:00:00,21:00:00,3715.81,2023-04-25,2
2023-04-25 22:00:00,22:00:00,3785.02,2023-04-25,2
2023-04-25 23:00:00,23:00:00,3875.49,2023-04-25,2
2023-04-26 00:00:00,00:00:00,3742.93,2023-04-26,3
2023-04-26 01:00:00,01:00:00,3538.91,2023-04-26,3
2023-04-26 02:00:00,02:00:00,3340.66,2023-04-26,3
2023-04-26 03:00:00,03:00:00,3180.35,2023-04-26,3
2023-04-26 04:00:00,04:00:00,3081.61,2023-04-26,3
2023-04-26 05:00:00,05:00:00,3091.55,2023-04-26,3
2023-04-26 06:00:00,06:00:00,3263.91,2023-04-26,3
2023-04-26 07:00:00,07:00:00,3416.47,2023-04-26,3
2023-04-26 08:00:00,08:00:00,3358.28,2023-04-26,3
2023-04-26 09:00:00,09:00:00,3491.34,2023-04-26,3
2023-04-26 10:00:00,10:00:00,4017.09,2023-04-26,3
2023-04-26 11:00:00,11:00:00,4241.95,2023-04-26,3
2023-04-26 12:00:00,12:00:00,4292.94,2023-04-26,3
2023-04-26 13:00:00,13:00:00,4136.3,2023-04-26,3
2023-04-26 14:00:00,14:00:00,4187.61,2023-04-26,3
2023-04-26 15:00:00,15:00:00,4393.78,2023-04-26,3
2023-04-26 16:00:00,16:00:00,4445.21,2023-04-26,3
2023-04-26 17:00:00,17:00:00,4338.34,2023-04-26,3
2023-04-26 18:00:00,18:00:00,4261.95,2023-04-26,3
2023-04-26 19:00:00,19:00:00,4176.12,2023-04-26,3
2023-04-26 20:00:00,20:00:00,4151.87,2023-04-26,3
2023-04-26 21:00:00,21:00:00,3888.09,2023-04-26,3
2023-04-26 22:00:00,22:00:00,4047.93,2023-04-26,3
2023-04-26 23:00:00,23:00:00,4117.36,2023-04-26,3
2023-04-27 00:00:00,00:00:00,4018.47,2023-04-27,4
2023-04-27 01:00:00,01:00:00,3796.49,2023-04-27,4
2023-04-27 02:00:00,02:00:00,3572.74,2023-04-27,4
2023-04-27 03:00:00,03:00:00,3392.46,2023-04-27,4
2023-04-27 04:00:00,04:00:00,3292.27,2023-04-27,4
2023-04-27 05:00:00,05:00:00,3269.36,2023-04-27,4
2023-04-27 06:00:00,06:00:00,3340.09,2023-04-27,4
2023-04-27 07:00:00,07:00:00,3440.99,2023-04-27,4
2023-04-27 08:00:00,08:00:00,3396.29,2023-04-27,4
2023-04-27 09:00:00,09:00:00,3536.78,2023-04-27,4
2023-04-27 10:00:00,10:00:00,3945.52,2023-04-27,4
2023-04-27 11:00:00,11:00:00,4082.04,2023-04-27,4
2023-04-27 12:00:00,12:00:00,4116.16,2023-04-27,4
2023-04-27 13:00:00,13:00:00,4265.64,2023-04-27,4
2023-04-27 14:00:00,14:00:00,4315.48,2023-04-27,4
2023-04-27 15:00:00,15:00:00,4618.43,2023-04-27,4
2023-04-27 16:00:00,16:00:00,4625.9,2023-04-27,4
2023-04-27 17:00:00,17:00:00,4566.96,2023-04-27,4
2023-04-27 18:00:00,18:00:00,4420.48,2023-04-27,4
2023-04-27 19:00:00,19:00:00,4214.68,2023-04-27,4
2023-04-27 20:00:00,20:00:00,4030.79,2023-04-27,4
2023-04-27 21:00:00,21:00:00,3806.12,2023-04-27,4
2023-04-27 22:00:00,22:00:00,3788.0,2023-04-27,4
2023-04-27 23:00:00,23:00:00,3932.77,2023-04-27,4
2023-04-28 00:00:00,00:00:00,3882.41,2023-04-28,5
2023-04-28 01:00:00,01:00:00,3693.27,2023-04-28,5
2023-04-28 02:00:00,02:00:00,3491.99,2023-04-28,5
2023-04-28 03:00:00,03:00:00,3358.82,2023-04-28,5
2023-04-28 04:00:00,04:00:00,3232.01,2023-04-28,5
2023-04-28 05:00:00,05:00:00,3214.42,2023-04-28,5
2023-04-28 06:00:00,06:00:00,3312.99,2023-04-28,5
2023-04-28 07:00:00,07:00:00,3517.12,2023-04-28,5
2023-04-28 08:00:00,08:00:00,3458.7,2023-04-28,5
2023-04-28 09:00:00,09:00:00,3586.43,2023-04-28,5
2023-04-28 10:00:00,10:00:00,4115.21,2023-04-28,5
2023-04-28 11:00:00,11:00:00,4348.77,2023-04-28,5
2023-04-28 12:00:00,12:00:00,4325.04,2023-04-28,5
2023-04-28 13:00:00,13:00:00,4133.69,2023-04-28,5
2023-04-28 14:00:00,14:00:00,4116.97,2023-04-28,5
2023-04-28 15:00:00,15:00:00,4363.58,2023-04-28,5
2023-04-28 16:00:00,16:00:00,4333.37,2023-04-28,5
2023-04-28 17:00:00,17:00:00,4395.3,2023-04-28,5
2023-04-28 18:00:00,18:00:00,4273.59,2023-04-28,5
2023-04-28 19:00:00,19:00:00,4248.92,2023-04-28,5
2023-04-28 20:00:00,20:00:00,4157.95,2023-04-28,5
2023-04-28 21:00:00,21:00:00,3885.79,2023-04-28,5
2023-04-28 22:00:00,22:00:00,3956.97,2023-04-28,5
2023-04-28 23:00:00,23:00:00,4078.86,2023-04-28,5
2023-04-29 00:00:00,00:00:00,3973.89,2023-04-29,6
2023-04-29 01:00:00,01:00:00,3771.67,2023-04-29,6
2023-04-29 02:00:00,02:00:00,3568.45,2023-04-29,6
2023-04-29 03:00:00,03:00:00,3396.98,2023-04-29,6
2023-04-29 04:00:00,04:00:00,3274.2,2023-04-29,6
2023-04-29 05:00:00,05:00:00,3225.41,2023-04-29,6
2023-04-29 06:00:00,06:00:00,3325.06,2023-04-29,6
2023-04-29 07:00:00,07:00:00,3405.33,2023-04-29,6
2023-04-29 08:00:00,08:00:00,3354.39,2023-04-29,6
2023-04-29 09:00:00,09:00:00,3383.12,2023-04-29,6
2023-04-29 10:00:00,10:00:00,3787.58,2023-04-29,6
2023-04-29 11:00:00,11:00:00,3977.79,2023-04-29,6
2023-04-29 12:00:00,12:00:00,3990.43,2023-04-29,6
2023-04-29 13:00:00,13:00:00,3980.87,2023-04-29,6
2023-04-29 14:00:00,14:00:00,3971.39,2023-04-29,6
2023-04-29 15:00:00,15:00:00,4043.68,2023-04-29,6
2023-04-29 16:00:00,16:00:00,3996.92,2023-04-29,6
2023-04-29 17:00:00,17:00:00,3963.48,2023-04-29,6
2023-04-29 18:00:00,18:00:00,3914.76,2023-04-29,6
2023-04-29 19:00:00,19:00:00,3873.6,2023-04-29,6
2023-04-29 20:00:00,20:00:00,3872.35,2023-04-29,6
2023-04-29 21:00:00,21:00:00,3657.46,2023-04-29,6
2023-04-29 22:00:00,21:45:00,3705.4,2023-04-29,6
2023-04-29 23:00:00,21:45:00,3705.4,2023-04-29,6
2023-04-30 00:00:00,00:00:00,3792.65,2023-04-30,7
2023-04-30 01:00:00,01:00:00,3639.5,2023-04-30,7
2023-04-30 02:00:00,02:00:00,3394.19,2023-04-30,7
2023-04-30 03:00:00,03:00:00,3242.46,2023-04-30,7
2023-04-30 04:00:00,04:00:00,3131.32,2023-04-30,7
2023-04-30 05:00:00,05:00:00,3104.77,2023-04-30,7
2023-04-30 06:00:00,06:00:00,3108.26,2023-04-30,7
2023-04-30 07:00:00,07:00:00,3152.98,2023-04-30,7
2023-04-30 08:00:00,08:00:00,3183.1,2023-04-30,7
2023-04-30 09:00:00,09:00:00,3208.78,2023-04-30,7
2023-04-30 10:00:00,10:00:00,3458.89,2023-04-30,7
2023-04-30 11:00:00,11:00:00,3600.22,2023-04-30,7
2023-04-30 12:00:00,12:00:00,3656.84,2023-04-30,7
2023-04-30 13:00:00,13:00:00,3504.16,2023-04-30,7
2023-04-30 14:00:00,14:00:00,3433.46,2023-04-30,7
2023-04-30 15:00:00,15:00:00,3414.5,2023-04-30,7
2023-04-30 16:00:00,16:00:00,3433.02,2023-04-30,7
2023-04-30 17:00:00,17:00:00,3428.4,2023-04-30,7
2023-04-30 18:00:00,18:00:00,3486.66,2023-04-30,7
2023-04-30 19:00:00,19:00:00,3538.94,2023-04-30,7
2023-04-30 20:00:00,20:00:00,3534.55,2023-04-30,7
2023-04-30 21:00:00,21:00:00,3315.81,2023-04-30,7
2023-04-30 22:00:00,22:00:00,3318.88,2023-04-30,7
2023-04-30 23:00:00,22:40:00,3342.61,2023-04-30,7
2023-05-01 00:00:00,00:00:00,3214.54,2023-05-01,1
2023-05-01 01:00:00,01:00:00,3033.38,2023-05-01,1
2023-05-01 02:00:00,02:00:00,2901.16,2023-05-01,1
2023-05-01 03:00:00,03:00:00,2783.33,2023-05-01,1
2023-05-01 04:00:00,04:00:00,2712.17,2023-05-01,1
2023-05-01 05:00:00,05:00:00,2770.47,2023-05-01,1
2023-05-01 06:00:00,06:00:00,3024.19,2023-05-01,1
2023-05-01 07:00:00,07:00:00,3215.56,2023-05-01,1
2023-05-01 08:00:00,08:00:00,3167.94,2023-05-01,1
2023-05-01 09:00:00,09:00:00,3266.39,2023-05-01,1
2023-05-01 10:00:00,10:00:00,3586.48,2023-05-01,1
2023-05-01 11:00:00,11:00:00,3592.97,2023-05-01,1
2023-05-01 12:00:00,12:00:00,3605.71,2023-05-01,1
2023-05-01 13:00:00,13:00:00,3400.43,2023-05-01,1
2023-05-01 14:00:00,14:00:00,3249.11,2023-05-01,1
2023-05-01 15:00:00,15:00:00,3323.69,2023-05-01,1
2023-05-01 16:00:00,16:00:00,3308.7,2023-05-01,1
2023-05-01 17:00:00,17:00:00,3337.74,2023-05-01,1
2023-05-01 18:00:00,18:00:00,3385.69,2023-05-01,1
2023-05-01 19:00:00,19:00:00,3394.82,2023-05-01,1
2023-05-01 20:00:00,20:00:00,3256.16,2023-05-01,1
2023-05-01 21:00:00,21:00:00,3019.77,2023-05-01,1
2023-05-01 22:00:00,22:00:00,2873.79,2023-05-01,1
2023-05-01 23:00:00,23:00:00,2768.89,2023-05-01,1
2023-05-02 00:00:00,00:00:00,2608.85,2023-05-02,2
2023-05-02 01:00:00,01:00:00,2476.04,2023-05-02,2
2023-05-02 02:00:00,02:00:00,2364.4,2023-05-02,2
2023-05-02 03:00:00,03:00:00,2294.11,2023-05-02,2
2023-05-02 04:00:00,04:00:00,2286.58,2023-05-02,2
2023-05-02 05:00:00,05:00:00,2380.03,2023-05-02,2
2023-05-02 06:00:00,06:00:00,2763.35,2023-05-02,2
2023-05-02 07:00:00,07:00:00,3114.92,2023-05-02,2
2023-05-02 08:00:00,08:00:00,3027.87,2023-05-02,2
2023-05-02 09:00:00,09:00:00,3220.56,2023-05-02,2
2023-05-02 10:00:00,10:00:00,3575.09,2023-05-02,2
2023-05-02 11:00:00,11:00:00,3665.68,2023-05-02,2
2023-05-02 12:00:00,12:00:00,3684.98,2023-05-02,2
2023-05-02 13:00:00,13:00:00,3499.25,2023-05-02,2
2023-05-02 14:00:00,14:00:00,3468.32,2023-05-02,2
2023-05-02 15:00:00,15:00:00,3559.23,2023-05-02,2
2023-05-02 16:00:00,16:00:00,3478.54,2023-05-02,2
2023-05-02 17:00:00,17:00:00,3565.62,2023-05-02,2
2023-05-02 18:00:00,18:00:00,3541.89,2023-05-02,2
2023-05-02 19:00:00,19:00:00,3617.92,2023-05-02,2
2023-05-02 20:00:00,20:00:00,3460.27,2023-05-02,2
2023-05-02 21:00:00,21:00:00,3147.66,2023-05-02,2
2023-05-02 22:00:00,22:00:00,2991.56,2023-05-02,2
2023-05-02 23:00:00,23:00:00,2804.75,2023-05-02,2
2023-05-03 00:00:00,00:00:00,2712.88,2023-05-03,3
2023-05-03 01:00:00,01:00:00,2563.13,2023-05-03,3
2023-05-03 02:00:00,02:00:00,2456.62,2023-05-03,3
2023-05-03 03:00:00,03:00:00,2380.07,2023-05-03,3
2023-05-03 04:00:00,04:00:00,2362.83,2023-05-03,3
2023-05-03 05:00:00,05:00:00,2447.52,2023-05-03,3
2023-05-03 06:00:00,06:00:00,2832.49,2023-05-03,3
2023-05-03 07:00:00,07:00:00,3191.79,2023-05-03,3
2023-05-03 08:00:00,08:00:00,3116.05,2023-05-03,3
2023-05-03 09:00:00,09:00:00,3231.94,2023-05-03,3
2023-05-03 10:00:00,10:00:00,3690.04,2023-05-03,3
2023-05-03 11:00:00,11:00:00,3891.24,2023-05-03,3
2023-05-03 12:00:00,12:00:00,3947.28,2023-05-03,3
2023-05-03 13:00:00,13:00:00,3828.52,2023-05-03,3
2023-05-03 14:00:00,14:00:00,3454.57,2023-05-03,3
2023-05-03 15:00:00,15:00:00,3286.53,2023-05-03,3
2023-05-03 16:00:00,16:00:00,3297.66,2023-05-03,3
2023-05-03 17:00:00,17:00:00,3361.3,2023-05-03,3
2023-05-03 18:00:00,18:00:00,3352.9,2023-05-03,3
2023-05-03 19:00:00,19:00:00,3413.19,2023-05-03,3
2023-05-03 20:00:00,20:00:00,3246.36,2023-05-03,3
2023-05-03 21:00:00,21:00:00,2912.28,2023-05-03,3
2023-05-03 22:00:00,22:00:00,2781.63,2023-05-03,3
2023-05-03 23:00:00,23:00:00,2613.68,2023-05-03,3
2023-05-04 00:00:00,00:00:00,2442.7,2023-05-04,4
2023-05-04 01:00:00,01:00:00,2304.94,2023-05-04,4
2023-05-04 02:00:00,02:00:00,2199.01,2023-05-04,4
2023-05-04 03:00:00,03:00:00,2139.82,2023-05-04,4
2023-05-04 04:00:00,04:00:00,2140.71,2023-05-04,4
2023-05-04 05:00:00,05:00:00,2241.22,2023-05-04,4
2023-05-04 06:00:00,06:00:00,2660.29,2023-05-04,4
2023-05-04 07:00:00,07:00:00,3048.05,2023-05-04,4
2023-05-04 08:00:00,08:00:00,3016.21,2023-05-04,4
2023-05-04 09:00:00,09:00:00,3095.83,2023-05-04,4
2023-05-04 10:00:00,10:00:00,3444.5,2023-05-04,4
2023-05-04 11:00:00,11:00:00,3574.56,2023-05-04,4
2023-05-04 12:00:00,12:00:00,3609.14,2023-05-04,4
2023-05-04 13:00:00,13:00:00,3482.74,2023-05-04,4
2023-05-04 14:00:00,14:00:00,3436.58,2023-05-04,4
2023-05-04 15:00:00,15:00:00,3625.24,2023-05-04,4
2023-05-04 16:00:00,16:00:00,3575.86,2023-05-04,4
2023-05-04 17:00:00,17:00:00,3622.1,2023-05-04,4
2023-05-04 18:00:00,18:00:00,3622.42,2023-05-04,4
2023-05-04 19:00:00,19:00:00,3672.92,2023-05-04,4
2023-05-04 20:00:00,20:00:00,3579.05,2023-05-04,4
2023-05-04 21:00:00,21:00:00,3227.09,2023-05-04,4
2023-05-04 22:00:00,22:00:00,3107.86,2023-05-04,4
2023-05-04 23:00:00,23:00:00,3009.73,2023-05-04,4
